name,description,image,external_url,attributes[artist],attributes[burn_date],attributes[burn_location],attributes[technique],attributes[curves],width,height,id,cnt,light_x,bgcolor__001,bgcolor__002,bgcolor__003
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-63.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,14,8.5,7,25,63,-0.6033707959577441,155,161,146
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-78.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,14,8.5,7,10,78,-0.7585849077440798,242,239,225
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-56.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,16,6,8,4,56,-0.944130671210587,193,185,180
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-74.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,16,7.5,8,10,74,-0.37077586632221937,215,227,220
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-77.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,8.5,7,6,77,-0.12808384420350194,151,152,148
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-37.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,16,6,8,12,37,0.9271138813346624,255,234,189
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-16.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,12,8,6,11,16,-0.284710556268692,130,75,68
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-1.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,14,9,7,10,1,0.46766833681613207,202,191,175
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-73.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,12,7.5,6,12,73,0.2555938917212188,229,172,98
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-44.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,8,6,4,26,44,0.31332670291885734,131,143,144
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-73.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,16,5.5,8,27,73,-0.6207075426355004,255,255,255
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-27.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,14,7,7,12,27,-0.3755617872811854,188,164,132
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-98.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,12,7,6,11,98,-0.06341618299484253,130,112,117
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-89.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,5.5,6,5,89,-0.07902936916798353,174,158,147
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-71.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,7,7,6,71,-0.8911731191910803,201,202,197
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-60.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,10,6,5,25,60,0.23955878987908363,114,117,105
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-75.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,14,9.5,7,12,75,0.3067677435465157,200,168,123
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-24.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,16,8,8,25,24,-0.3256710167042911,149,151,138
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-20.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,9,5,6,20,-0.12113591935485601,161,166,160
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-54.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,16,5.5,8,5,54,-0.04469947889447212,193,167,149
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-22.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,9.5,7,5,22,-0.031915586441755295,237,202,181
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-95.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,8,7,4,10,95,0.9542103125713766,118,144,143
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-10.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,7,5,6,10,-0.9797682669013739,226,228,224
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-7.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,14,5.5,7,11,7,0.07085572788491845,158,153,160
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-10.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,12,8.5,6,10,10,-0.4128564647398889,185,161,145
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-26.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,16,8.5,8,11,26,-0.5361337997019291,175,160,163
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-39.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,7.5,7,5,39,0.617207357659936,190,156,137
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-88.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,12,5,6,12,88,-0.4483459750190377,210,175,134
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-26.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,10,7.5,5,25,26,0.21519596222788095,120,123,107
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-92.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,10,6.5,5,27,92,0.8350729229860008,255,252,240
